"Question,OptionA,OptionB,OptionC,OptionD,OptionE,Correct Answer,Difficulty"
"Find the SYNONYMS: (SOFA KING FINE) | (GOOD QUEEN CHAIR),FINE-GOOD,KING-QUEEN,SOFA-CHAIR,FINE-QUEEN,KING-GOOD,FINE-GOOD,Level 1"
"Find the SYNONYMS: (PAPER CUP FINISH) | (END PEN PLATE),FINISH-END,CUP-PLATE,PAPER-PEN,FINISH-PLATE,CUP-END,FINISH-END,Level 1"
"Find the SYNONYMS: (PENCIL RADIO FIRM) | (SOLID WRITE SOUND),FIRM-SOLID,RADIO-SOUND,PENCIL-WRITE,FIRM-SOUND,RADIO-SOLID,FIRM-SOLID,Level 2"
"Find the SYNONYMS: (DESK HAT FIX) | (REPAIR CAP CHAIR),FIX-REPAIR,HAT-CAP,DESK-CHAIR,FIX-CAP,HAT-REPAIR,FIX-REPAIR,Level 1"
"Find the SYNONYMS: (PIG BED FLAME) | (FIRE SLEEP ANIMAL),FLAME-FIRE,BED-SLEEP,PIG-ANIMAL,FLAME-SLEEP,BED-FIRE,FLAME-FIRE,Level 1"
"Find the SYNONYMS: (FORK TREE FLAT) | (LEVEL KNIFE LEAF),FLAT-LEVEL,TREE-LEAF,FORK-KNIFE,FLAT-LEAF,TREE-LEVEL,FLAT-LEVEL,Level 1"
"Find the SYNONYMS: (SHIRT KING FLAW) | (DEFECT CLOTHES QUEEN),FLAW-DEFECT,KING-QUEEN,SHIRT-CLOTHES,FLAW-QUEEN,KING-DEFECT,FLAW-DEFECT,Level 2"
"Find the SYNONYMS: (SOFA CUP FLEE) | (RUN CHAIR PLATE),FLEE-RUN,CUP-PLATE,SOFA-CHAIR,FLEE-PLATE,CUP-RUN,FLEE-RUN,Level 1"
"Find the SYNONYMS: (PAPER RADIO FLEET) | (FAST PEN SOUND),FLEET-FAST,RADIO-SOUND,PAPER-PEN,FLEET-SOUND,RADIO-FAST,FLEET-FAST,Level 2"
"Find the SYNONYMS: (PENCIL HAT FLEXIBLE) | (PLIABLE WRITE CAP),FLEXIBLE-PLIABLE,HAT-CAP,PENCIL-WRITE,FLEXIBLE-CAP,HAT-PLIABLE,FLEXIBLE-PLIABLE,Level 3"
"Find the SYNONYMS: (DESK BED FLIMSY) | (WEAK SLEEP CHAIR),FLIMSY-WEAK,BED-SLEEP,DESK-CHAIR,FLIMSY-SLEEP,BED-WEAK,FLIMSY-WEAK,Level 2"
"Find the SYNONYMS: (PIG TREE FLOAT) | (DRIFT ANIMAL LEAF),FLOAT-DRIFT,TREE-LEAF,PIG-ANIMAL,FLOAT-LEAF,TREE-DRIFT,FLOAT-DRIFT,Level 2"
"Find the SYNONYMS: (FORK KING FLOCK) | (GROUP KNIFE QUEEN),FLOCK-GROUP,KING-QUEEN,FORK-KNIFE,FLOCK-QUEEN,KING-GROUP,FLOCK-GROUP,Level 2"
"Find the SYNONYMS: (SHIRT CUP FLOURISH) | (THRIVE PLATE CLOTHES),FLOURISH-THRIVE,CUP-PLATE,SHIRT-CLOTHES,FLOURISH-PLATE,CUP-THRIVE,FLOURISH-THRIVE,Level 3"
"Find the SYNONYMS: (SOFA RADIO FLOW) | (STREAM CHAIR SOUND),FLOW-STREAM,RADIO-SOUND,SOFA-CHAIR,FLOW-SOUND,RADIO-STREAM,FLOW-STREAM,Level 2"
"Find the SYNONYMS: (PAPER HAT FLUCTUATE) | (VARY PEN CAP),FLUCTUATE-VARY,HAT-CAP,PAPER-PEN,FLUCTUATE-CAP,HAT-VARY,FLUCTUATE-VARY,Level 3"
"Find the SYNONYMS: (PENCIL BED FLY) | (SOAR SLEEP WRITE),FLY-SOAR,BED-SLEEP,PENCIL-WRITE,FLY-SLEEP,BED-SOAR,FLY-SOAR,Level 1"
"Find the SYNONYMS: (DESK TREE FOG) | (MIST LEAF CHAIR),FOG-MIST,TREE-LEAF,DESK-CHAIR,FOG-LEAF,TREE-MIST,FOG-MIST,Level 1"
"Find the SYNONYMS: (PIG KING FOLLOW) | (SUCCEED ANIMAL QUEEN),FOLLOW-SUCCEED,KING-QUEEN,PIG-ANIMAL,FOLLOW-QUEEN,KING-SUCCEED,FOLLOW-SUCCEED,Level 2"
"Find the SYNONYMS: (FORK CUP FOND) | (AFFECTIONATE KNIFE PLATE),FOND-AFFECTIONATE,CUP-PLATE,FORK-KNIFE,FOND-PLATE,CUP-AFFECTIONATE,FOND-AFFECTIONATE,Level 2"
"Find the SYNONYMS: (SHIRT RADIO FOOL) | (IDIOT SOUND CLOTHES),FOOL-IDIOT,RADIO-SOUND,SHIRT-CLOTHES,FOOL-SOUND,RADIO-IDIOT,FOOL-IDIOT,Level 1"
"Find the SYNONYMS: (SOFA HAT FOOLISH) | (SILLY CAP CHAIR),FOOLISH-SILLY,HAT-CAP,SOFA-CHAIR,FOOLISH-CAP,HAT-SILLY,FOOLISH-SILLY,Level 1"
"Find the SYNONYMS: (PAPER BED FORBID) | (PROHIBIT SLEEP PEN),FORBID-PROHIBIT,BED-SLEEP,PAPER-PEN,FORBID-SLEEP,BED-PROHIBIT,FORBID-PROHIBIT,Level 2"
"Find the SYNONYMS: (PENCIL TREE FORCE) | (COMPEL WRITE LEAF),FORCE-COMPEL,TREE-LEAF,PENCIL-WRITE,FORCE-LEAF,TREE-COMPEL,FORCE-COMPEL,Level 2"
"Find the SYNONYMS: (DESK KING FOREIGN) | (ALIEN QUEEN CHAIR),FOREIGN-ALIEN,KING-QUEEN,DESK-CHAIR,FOREIGN-QUEEN,KING-ALIEN,FOREIGN-ALIEN,Level 2"
"Find the SYNONYMS: (PIG CUP FOREST) | (WOODS PLATE ANIMAL),FOREST-WOODS,CUP-PLATE,PIG-ANIMAL,FOREST-PLATE,CUP-WOODS,FOREST-WOODS,Level 1"
"Find the SYNONYMS: (FORK RADIO FORETELL) | (PREDICT KNIFE SOUND),FORETELL-PREDICT,RADIO-SOUND,FORK-KNIFE,FORETELL-SOUND,RADIO-PREDICT,FORETELL-PREDICT,Level 2"
"Find the SYNONYMS: (SHIRT HAT FORGET) | (OVERLOOK CAP CLOTHES),FORGET-OVERLOOK,HAT-CAP,SHIRT-CLOTHES,FORGET-CAP,HAT-OVERLOOK,FORGET-OVERLOOK,Level 2"
"Find the SYNONYMS: (SOFA BED FORGIVE) | (PARDON CHAIR SLEEP),FORGIVE-PARDON,BED-SLEEP,SOFA-CHAIR,FORGIVE-SLEEP,BED-PARDON,FORGIVE-PARDON,Level 2"
"Find the SYNONYMS: (PAPER TREE FORLORN) | (SAD PEN LEAF),FORLORN-SAD,TREE-LEAF,PAPER-PEN,FORLORN-LEAF,TREE-SAD,FORLORN-SAD,Level 2"
"Find the SYNONYMS: (PENCIL KING FORM) | (SHAPE WRITE QUEEN),FORM-SHAPE,KING-QUEEN,PENCIL-WRITE,FORM-QUEEN,KING-SHAPE,FORM-SHAPE,Level 1"
"Find the SYNONYMS: (DESK CUP FORMAL) | (OFFICIAL PLATE CHAIR),FORMAL-OFFICIAL,CUP-PLATE,DESK-CHAIR,FORMAL-PLATE,CUP-OFFICIAL,FORMAL-OFFICIAL,Level 2"
"Find the SYNONYMS: (PIG RADIO FORMER) | (PREVIOUS ANIMAL SOUND),FORMER-PREVIOUS,RADIO-SOUND,PIG-ANIMAL,FORMER-SOUND,RADIO-PREVIOUS,FORMER-PREVIOUS,Level 2"
"Find the SYNONYMS: (FORK HAT FORTUNATE) | (LUCKY CAP KNIFE),FORTUNATE-LUCKY,HAT-CAP,FORK-KNIFE,FORTUNATE-CAP,HAT-LUCKY,FORTUNATE-LUCKY,Level 2"
"Find the SYNONYMS: (SHIRT BED FOUNDATION) | (BASE SLEEP CLOTHES),FOUNDATION-BASE,BED-SLEEP,SHIRT-CLOTHES,FOUNDATION-SLEEP,BED-BASE,FOUNDATION-BASE,Level 2"
"Find the SYNONYMS: (SOFA TREE FRAGILE) | (BREAKABLE CHAIR LEAF),FRAGILE-BREAKABLE,TREE-LEAF,SOFA-CHAIR,FRAGILE-LEAF,TREE-BREAKABLE,FRAGILE-BREAKABLE,Level 2"
"Find the ANTONYMS: (DEAD STREET ROPE) | (PARK SOUP ALIVE),DEAD-PARK,ROPE-ALIVE,STREET-PARK,STREET-SOUP,DEAD-ALIVE,DEAD-ALIVE,Level 3"
"Find the SYNONYMS: (ROUND SOCK GLASS) | (FORK FLAG CIRCULAR),ROUND-CIRCULAR,SOCK-FLAG,ROUND-FORK,GLASS-CIRCULAR,SOCK-CIRCULAR,ROUND-CIRCULAR,Level 1"
"Find the SYNONYMS: (SUN SACK LEAF) | (EGG STONE BAG),SUN-BAG,SACK-BAG,SACK-STONE,SACK-EGG,LEAF-BAG,SACK-BAG,Level 2"
"Find the SYNONYMS: (HEAD RESULT BIRD) | (EFFECT RUG BRUSH),BIRD-BRUSH,RESULT-RUG,BIRD-RUG,RESULT-BRUSH,RESULT-EFFECT,RESULT-EFFECT,Level 1"
"Find the SYNONYMS: (TOY WANT HILL) | (NEED LAMP COFFEE),WANT-LAMP,WANT-COFFEE,HILL-NEED,HILL-LAMP,WANT-NEED,WANT-NEED,Level 3"
"Find the SYNONYMS: (STEEP TRAIN PLASTIC) | (SHARP PARK PILLOW),PLASTIC-PILLOW,PLASTIC-SHARP,STEEP-SHARP,STEEP-PILLOW,STEEP-PARK,STEEP-SHARP,Level 3"
"Find the ANTONYMS: (STRING GRAVE FLOWER) | (SHIRT SOUP GAY),GRAVE-SHIRT,GRAVE-GAY,FLOWER-SOUP,GRAVE-SOUP,FLOWER-SHIRT,GRAVE-GAY,Level 2"
"Find the SYNONYMS: (STONE COMB WEEP) | (INK PILLOW CRY),STONE-INK,WEEP-CRY,COMB-INK,COMB-CRY,STONE-PILLOW,WEEP-CRY,Level 3"
"Find the ANTONYMS: (MILK GENTLE COFFEE) | (CLOUD ROUGH GATE),GENTLE-CLOUD,MILK-ROUGH,GENTLE-ROUGH,COFFEE-CLOUD,COFFEE-ROUGH,GENTLE-ROUGH,Level 3"
"Find the ANTONYMS: (EFFICIENT WALL ROOF) | (STAR BOARD INEFFICIENT),WALL-INEFFICIENT,ROOF-STAR,WALL-STAR,EFFICIENT-INEFFICIENT,EFFICIENT-BOARD,EFFICIENT-INEFFICIENT,Level 2"
"Find the SYNONYMS: (ZEAL CLOCK GATE) | (EAGERNESS MOUTH FARM),GATE-FARM,CLOCK-FARM,ZEAL-FARM,ZEAL-EAGERNESS,ZEAL-MOUTH,ZEAL-EAGERNESS,Level 1"
"Find the SYNONYMS: (FLOWER THROB WIRE) | (BEAT BUTTON TUBE),THROB-BEAT,FLOWER-BEAT,WIRE-BEAT,FLOWER-BUTTON,WIRE-BUTTON,THROB-BEAT,Level 3"
"Find the ANTONYMS: (DOG FOE FLOWER) | (FRIEND BLANKET FORK),DOG-FORK,FLOWER-BLANKET,FOE-FRIEND,DOG-FRIEND,FLOWER-FORK,FOE-FRIEND,Level 2"
"Find the SYNONYMS: (ROOF WRECK PENCIL) | (GAME RUIN BANANA),ROOF-GAME,PENCIL-RUIN,WRECK-RUIN,WRECK-GAME,ROOF-RUIN,WRECK-RUIN,Level 1"
"Find the SYNONYMS: (ROAD DECIDE BANANA) | (CITY CHOOSE CUP),BANANA-CHOOSE,DECIDE-CHOOSE,BANANA-CUP,ROAD-CHOOSE,ROAD-CITY,DECIDE-CHOOSE,Level 3"
"Find the ANTONYMS: (SHEET FOLLY TOWEL) | (WISDOM TOWN WOOD),FOLLY-WISDOM,SHEET-WISDOM,SHEET-WOOD,TOWEL-WOOD,FOLLY-WOOD,FOLLY-WISDOM,Level 2"
"Find the ANTONYMS: (EXECUTE HAT CHAIN) | (EAR SAVE BREAD),HAT-BREAD,HAT-SAVE,CHAIN-SAVE,EXECUTE-SAVE,HAT-EAR,EXECUTE-SAVE,Level 3"
"Find the SYNONYMS: (RING EAR PREVIOUS) | (POCKET TUBE PRIOR),RING-TUBE,EAR-TUBE,PREVIOUS-PRIOR,PREVIOUS-POCKET,PREVIOUS-TUBE,PREVIOUS-PRIOR,Level 1"
"Find the SYNONYMS: (RIVER MILK DEPART) | (LEAVE METAL WINDOW),DEPART-METAL,DEPART-LEAVE,MILK-WINDOW,RIVER-LEAVE,RIVER-WINDOW,DEPART-LEAVE,Level 2"
"Find the ANTONYMS: (PAPER DULL CHAIN) | (GLUE SHARP KEY),PAPER-SHARP,DULL-SHARP,PAPER-GLUE,CHAIN-GLUE,CHAIN-SHARP,DULL-SHARP,Level 1"
"Find the SYNONYMS: (INK PHONE USUAL) | (COMMON SOUP MILK),PHONE-COMMON,USUAL-COMMON,INK-SOUP,USUAL-SOUP,INK-COMMON,USUAL-COMMON,Level 2"
"Find the SYNONYMS: (SORRY SOCK WINDOW) | (BED REGRETFUL STRING),SORRY-REGRETFUL,SORRY-BED,WINDOW-BED,SORRY-STRING,WINDOW-REGRETFUL,SORRY-REGRETFUL,Level 2"
"Find the ANTONYMS: (CHAIN FOG BED) | (HAIR CLEAR PAPER),CHAIN-HAIR,BED-HAIR,BED-CLEAR,FOG-HAIR,FOG-CLEAR,FOG-CLEAR,Level 2"
"Find the SYNONYMS: (LAMP IMMENSE RADIO) | (HUGE NAIL STONE),LAMP-NAIL,IMMENSE-HUGE,IMMENSE-NAIL,RADIO-NAIL,RADIO-HUGE,IMMENSE-HUGE,Level 3"
"Find the SYNONYMS: (SHORT WINDOW BUTTON) | (GATE LAMP BRIEF),WINDOW-GATE,SHORT-LAMP,BUTTON-GATE,SHORT-BRIEF,WINDOW-BRIEF,SHORT-BRIEF,Level 3"
"Find the SYNONYMS: (NOSE ENORMOUS WIRE) | (FLAG HUGE BED),ENORMOUS-HUGE,NOSE-HUGE,NOSE-FLAG,ENORMOUS-FLAG,WIRE-BED,ENORMOUS-HUGE,Level 3"
"Find the SYNONYMS: (SHIRT UTTER DOG) | (BOWL SOCK SPEAK),UTTER-SPEAK,DOG-SPEAK,SHIRT-SPEAK,UTTER-SOCK,DOG-BOWL,UTTER-SPEAK,Level 1"
"Find the SYNONYMS: (GLUE LAKE WEAPON) | (DOOR FENCE ARMS),WEAPON-ARMS,GLUE-FENCE,GLUE-ARMS,LAKE-FENCE,GLUE-DOOR,WEAPON-ARMS,Level 1"
"Find the ANTONYMS: (SNOW NOSE BETTER) | (WORSE WINDOW GAME),SNOW-GAME,SNOW-WINDOW,BETTER-WORSE,NOSE-WINDOW,SNOW-WORSE,BETTER-WORSE,Level 3"
"Find the SYNONYMS: (TOWEL MILK UPRIGHT) | (ERECT TOY ROAD),MILK-ROAD,UPRIGHT-TOY,MILK-ERECT,UPRIGHT-ERECT,TOWEL-ERECT,UPRIGHT-ERECT,Level 2"
"Find the SYNONYMS: (SORROW GLUE FENCE) | (TENT COFFEE GRIEF),FENCE-COFFEE,SORROW-GRIEF,GLUE-TENT,GLUE-COFFEE,SORROW-TENT,SORROW-GRIEF,Level 2"
"Find the ANTONYMS: (CORRECT FLOOR CLOUD) | (PENCIL INCORRECT SOAP),CLOUD-PENCIL,CLOUD-SOAP,CORRECT-INCORRECT,FLOOR-PENCIL,FLOOR-SOAP,CORRECT-INCORRECT,Level 1"
"Find the SYNONYMS: (SIMPLE STRING HAND) | (SPOON SOFA EASY),HAND-SOFA,SIMPLE-EASY,STRING-SOFA,SIMPLE-SOFA,STRING-EASY,SIMPLE-EASY,Level 3"
"Find the SYNONYMS: (TRAIN WIN GARDEN) | (WATCH CLOCK GAIN),GARDEN-GAIN,GARDEN-WATCH,TRAIN-CLOCK,WIN-WATCH,WIN-GAIN,WIN-GAIN,Level 3"
"Find the ANTONYMS: (FEAST ARM PEN) | (FAMINE PARK LAMP),FEAST-PARK,PEN-PARK,PEN-LAMP,FEAST-FAMINE,ARM-LAMP,FEAST-FAMINE,Level 1"
"Find the SYNONYMS: (CAR SHEET WORRY) | (ROAD BOAT ANXIETY),SHEET-ROAD,SHEET-BOAT,WORRY-ANXIETY,CAR-BOAT,SHEET-ANXIETY,WORRY-ANXIETY,Level 2"
"Find the SYNONYMS: (BELT VISIBLE BALL) | (GOLD STREET APPARENT),BELT-STREET,BELT-APPARENT,VISIBLE-STREET,VISIBLE-APPARENT,BELT-GOLD,VISIBLE-APPARENT,Level 2"
"Find the SYNONYMS: (STREET STRING SERIOUS) | (SHEET GRAVE COMB),SERIOUS-GRAVE,SERIOUS-SHEET,STRING-COMB,STREET-COMB,SERIOUS-COMB,SERIOUS-GRAVE,Level 1"
"Find the SYNONYMS: (BIRD ROOF BEGIN) | (MOON START BLANKET),BEGIN-BLANKET,BEGIN-MOON,BEGIN-START,BIRD-BLANKET,ROOF-START,BEGIN-START,Level 3"
"Find the SYNONYMS: (GRASS PHONE QUEER) | (HAT STRANGE CHAIN),GRASS-CHAIN,QUEER-STRANGE,PHONE-HAT,QUEER-HAT,QUEER-CHAIN,QUEER-STRANGE,Level 1"
"Find the SYNONYMS: (MOUNTAIN DESK TOWN) | (SOCK CITY SHIP),DESK-CITY,MOUNTAIN-CITY,TOWN-SHIP,TOWN-CITY,MOUNTAIN-SOCK,TOWN-CITY,Level 1"
"Find the SYNONYMS: (SURE CHALK PLASTIC) | (DESK CERTAIN STAIR),SURE-STAIR,SURE-CERTAIN,CHALK-STAIR,PLASTIC-CERTAIN,CHALK-DESK,SURE-CERTAIN,Level 3"
"Find the ANTONYMS: (ETERNAL WINDOW CAKE) | (TEA TEMPORARY GRASS),WINDOW-TEMPORARY,ETERNAL-TEMPORARY,WINDOW-TEA,CAKE-GRASS,WINDOW-GRASS,ETERNAL-TEMPORARY,Level 1"
"Find the ANTONYMS: (AGAINST TREE CITY) | (FOR SCHOOL WINDOW),AGAINST-SCHOOL,CITY-WINDOW,AGAINST-WINDOW,AGAINST-FOR,TREE-SCHOOL,AGAINST-FOR,Level 3"
"Find the ANTONYMS: (FATAL COMB PILLOW) | (HARMLESS NOSE EGG),COMB-HARMLESS,COMB-EGG,COMB-NOSE,PILLOW-HARMLESS,FATAL-HARMLESS,FATAL-HARMLESS,Level 3"
"Find the SYNONYMS: (BREAD PEN SPEND) | (ZIP STREET PAY),BREAD-ZIP,PEN-STREET,BREAD-PAY,SPEND-STREET,SPEND-PAY,SPEND-PAY,Level 2"
"Find the ANTONYMS: (ESTABLISH FISH STRING) | (ABOLISH EAR TEA),ESTABLISH-ABOLISH,FISH-EAR,FISH-TEA,STRING-TEA,ESTABLISH-TEA,ESTABLISH-ABOLISH,Level 1"
"Find the ANTONYMS: (RICE WATCH FAILURE) | (SHIRT SUCCESS HILL),FAILURE-SUCCESS,WATCH-SUCCESS,RICE-SHIRT,FAILURE-SHIRT,WATCH-SHIRT,FAILURE-SUCCESS,Level 1"
"Find the ANTONYMS: (WATCH EXIT LAKE) | (ZIP MOUTH ENTRANCE),EXIT-ENTRANCE,LAKE-MOUTH,EXIT-ZIP,LAKE-ZIP,WATCH-ZIP,EXIT-ENTRANCE,Level 3"
"Find the ANTONYMS: (DOLL MAP APPARENT) | (OBSCURE RUG BRUSH),MAP-RUG,MAP-OBSCURE,APPARENT-OBSCURE,APPARENT-BRUSH,APPARENT-RUG,APPARENT-OBSCURE,Level 2"
"Find the ANTONYMS: (ZIP EBB LAKE) | (FLOW HAIR TOWN),EBB-FLOW,ZIP-FLOW,LAKE-HAIR,ZIP-HAIR,LAKE-TOWN,EBB-FLOW,Level 3"
"Find the SYNONYMS: (LAMP WISE NECK) | (MIRROR CLEVER COFFEE),WISE-CLEVER,NECK-COFFEE,WISE-COFFEE,NECK-MIRROR,LAMP-COFFEE,WISE-CLEVER,Level 2"
"Find the ANTONYMS: (PILLOW CHILLY STREET) | (RIVER WARM BOOK),STREET-RIVER,PILLOW-RIVER,CHILLY-WARM,PILLOW-WARM,STREET-WARM,CHILLY-WARM,Level 2"
"Find the SYNONYMS: (JUICE EGG WORLD) | (MILK DESK EARTH),JUICE-MILK,EGG-MILK,JUICE-EARTH,WORLD-EARTH,WORLD-DESK,WORLD-EARTH,Level 1"
"Find the ANTONYMS: (DEEP GARDEN TOWN) | (EYE BOX SHALLOW),GARDEN-EYE,TOWN-EYE,GARDEN-BOX,TOWN-SHALLOW,DEEP-SHALLOW,DEEP-SHALLOW,Level 2"
"Find the SYNONYMS: (WIRE SCATTER TREE) | (DISPERSE NAIL NOSE),SCATTER-NOSE,SCATTER-NAIL,WIRE-NOSE,SCATTER-DISPERSE,WIRE-DISPERSE,SCATTER-DISPERSE,Level 3"
"Find the SYNONYMS: (STAIN WINDOW GATE) | (SPOT SOAP LAMP),STAIN-SOAP,STAIN-LAMP,WINDOW-SPOT,STAIN-SPOT,WINDOW-LAMP,STAIN-SPOT,Level 3"
"Find the ANTONYMS: (DRY STREET FLOOR) | (CLOCK WET COMB),STREET-CLOCK,FLOOR-WET,DRY-CLOCK,DRY-WET,STREET-WET,DRY-WET,Level 1"
"Find the ANTONYMS: (FAVOR EYE SHEET) | (BANANA LOCK OPPOSE),FAVOR-BANANA,EYE-OPPOSE,FAVOR-LOCK,EYE-LOCK,FAVOR-OPPOSE,FAVOR-OPPOSE,Level 1"
"Find the ANTONYMS: (HAND CLOCK BROAD) | (FENCE STAR NARROW),BROAD-NARROW,CLOCK-FENCE,CLOCK-NARROW,BROAD-FENCE,BROAD-STAR,BROAD-NARROW,Level 3"
"Find the ANTONYMS: (LEAF SOUP AFRAID) | (BRAVE LAKE SNOW),SOUP-BRAVE,LEAF-SNOW,LEAF-BRAVE,AFRAID-SNOW,AFRAID-BRAVE,AFRAID-BRAVE,Level 3"
"Find the ANTONYMS: (TRAIN SHIRT FORBID) | (ALLOW SOCK SHIP),TRAIN-SHIP,TRAIN-ALLOW,FORBID-SOCK,FORBID-SHIP,FORBID-ALLOW,FORBID-ALLOW,Level 3"
"Find the ANTONYMS: (ENORMOUS SOAP BED) | (SOCK TABLE TINY),ENORMOUS-TINY,ENORMOUS-SOCK,BED-SOCK,ENORMOUS-TABLE,SOAP-TABLE,ENORMOUS-TINY,Level 1"
"Find the ANTONYMS: (ALLOW WINDOW FLAG) | (METAL FORBID MOON),WINDOW-FORBID,ALLOW-FORBID,FLAG-METAL,WINDOW-METAL,ALLOW-METAL,ALLOW-FORBID,Level 3"
"Find the SYNONYMS: (RECEIVE BOOK BRUSH) | (GET GRASS FENCE),BOOK-FENCE,BRUSH-FENCE,RECEIVE-GET,BOOK-GRASS,RECEIVE-FENCE,RECEIVE-GET,Level 2"
"Find the ANTONYMS: (BUTTON FAKE SAND) | (GENUINE FLOWER ROPE),SAND-GENUINE,SAND-FLOWER,FAKE-GENUINE,FAKE-ROPE,FAKE-FLOWER,FAKE-GENUINE,Level 2"
"Find the ANTONYMS: (BOAT RIVER FORTUNATE) | (BOOK UNLUCKY EAR),BOAT-UNLUCKY,RIVER-EAR,RIVER-BOOK,FORTUNATE-UNLUCKY,RIVER-UNLUCKY,FORTUNATE-UNLUCKY,Level 1"
"Find the SYNONYMS: (KEY SHOCK TRAIN) | (SURPRISE JUICE MIRROR),SHOCK-MIRROR,SHOCK-SURPRISE,KEY-SURPRISE,TRAIN-SURPRISE,TRAIN-JUICE,SHOCK-SURPRISE,Level 1"
"Find the ANTONYMS: (EXCELLENT GRASS STONE) | (HOUSE BREAD POOR),STONE-HOUSE,EXCELLENT-BREAD,EXCELLENT-POOR,GRASS-POOR,GRASS-BREAD,EXCELLENT-POOR,Level 2"
"Find the ANTONYMS: (SHIRT FORCE DOOR) | (PERSUADE PILLOW DESK),FORCE-PERSUADE,DOOR-DESK,DOOR-PILLOW,SHIRT-DESK,DOOR-PERSUADE,FORCE-PERSUADE,Level 1"
"Find the ANTONYMS: (BAG FORK FORWARD) | (RADIO PLATE BACKWARD),FORK-BACKWARD,FORWARD-BACKWARD,FORWARD-RADIO,BAG-PLATE,FORWARD-PLATE,FORWARD-BACKWARD,Level 1"
"Find the ANTONYMS: (SKY RICE FORGET) | (REMEMBER STREET SAND),RICE-STREET,FORGET-REMEMBER,SKY-SAND,SKY-STREET,SKY-REMEMBER,FORGET-REMEMBER,Level 3"
"Find the ANTONYMS: (FOLLOW JUICE GRASS) | (MAP SOAP LEAD),GRASS-SOAP,FOLLOW-LEAD,FOLLOW-SOAP,GRASS-MAP,JUICE-MAP,FOLLOW-LEAD,Level 1"
"Find the SYNONYMS: (VERIFY GLASS ROPE) | (STONE CONFIRM ZOO),VERIFY-STONE,VERIFY-CONFIRM,GLASS-CONFIRM,ROPE-CONFIRM,ROPE-ZOO,VERIFY-CONFIRM,Level 3"
"Find the SYNONYMS: (WOOD DOG RULE) | (GOVERN EAR MEAT),RULE-MEAT,DOG-EAR,WOOD-EAR,RULE-GOVERN,DOG-MEAT,RULE-GOVERN,Level 3"
"Find the SYNONYMS: (STORM STRING CITY) | (WATCH TEMPEST JUICE),STORM-JUICE,STRING-TEMPEST,STORM-TEMPEST,CITY-WATCH,STRING-WATCH,STORM-TEMPEST,Level 3"
"Find the ANTONYMS: (HOUSE PILLOW DISEASE) | (HEALTH WIND CHAIN),HOUSE-HEALTH,DISEASE-HEALTH,HOUSE-CHAIN,HOUSE-WIND,DISEASE-WIND,DISEASE-HEALTH,Level 1"
"Find the SYNONYMS: (BATH ROAM WATCH) | (RAIN LEG WANDER),WATCH-RAIN,BATH-WANDER,ROAM-RAIN,ROAM-WANDER,ROAM-LEG,ROAM-WANDER,Level 1"
"Find the ANTONYMS: (EGRESS KEY STAR) | (NAIL SNOW INGRESS),KEY-SNOW,EGRESS-INGRESS,KEY-NAIL,STAR-NAIL,EGRESS-SNOW,EGRESS-INGRESS,Level 2"
"Find the ANTONYMS: (ADMIT PAPER BIRD) | (DENY GATE BOWL),PAPER-DENY,PAPER-GATE,ADMIT-DENY,PAPER-BOWL,ADMIT-BOWL,ADMIT-DENY,Level 1"
"Find the SYNONYMS: (PULL WALL MOUTH) | (PILLOW DRAG CHALK),MOUTH-PILLOW,WALL-CHALK,WALL-DRAG,PULL-PILLOW,PULL-DRAG,PULL-DRAG,Level 3"
"Find the SYNONYMS: (WITHER HOUSE CAR) | (FADE RADIO ROOF),CAR-FADE,WITHER-RADIO,HOUSE-FADE,HOUSE-ROOF,WITHER-FADE,WITHER-FADE,Level 3"
"Find the SYNONYMS: (WIND WISDOM ROOF) | (TRAIN KNOWLEDGE BED),WISDOM-KNOWLEDGE,ROOF-TRAIN,WISDOM-BED,WIND-KNOWLEDGE,ROOF-KNOWLEDGE,WISDOM-KNOWLEDGE,Level 2"
"Find the ANTONYMS: (DEEP NECK FARM) | (SHALLOW EGG POCKET),DEEP-POCKET,DEEP-EGG,DEEP-SHALLOW,FARM-SHALLOW,NECK-SHALLOW,DEEP-SHALLOW,Level 3"
"Find the SYNONYMS: (CITY MAKE CLOUD) | (ZIP INK BUILD),CITY-BUILD,MAKE-BUILD,CLOUD-INK,CLOUD-ZIP,CITY-INK,MAKE-BUILD,Level 1"
"Find the SYNONYMS: (SOFA STOP SAND) | (COMB HALT CEILING),SAND-HALT,SOFA-HALT,SOFA-COMB,STOP-HALT,SAND-COMB,STOP-HALT,Level 2"
"Find the SYNONYMS: (FORMER SINK KEY) | (PREVIOUS TABLE SAND),KEY-TABLE,KEY-SAND,SINK-TABLE,FORMER-PREVIOUS,KEY-PREVIOUS,FORMER-PREVIOUS,Level 2"
"Find the SYNONYMS: (REMEMBER WINDOW CITY) | (RECALL INK ZOO),WINDOW-RECALL,WINDOW-INK,REMEMBER-ZOO,REMEMBER-RECALL,WINDOW-ZOO,REMEMBER-RECALL,Level 1"
"Find the SYNONYMS: (SILLY PAINT SUN) | (HEAD BOX FOOLISH),SILLY-BOX,SILLY-FOOLISH,SUN-HEAD,SILLY-HEAD,SUN-FOOLISH,SILLY-FOOLISH,Level 1"
